1,40000; 0,99647
1,48000; 0,99491
1,56000; 0,99221
1,64000; 0,98838
1,72000; 0,98468
1,80000; 0,98112
1,88000; 0,97729
1,96000; 0,97338
2,04000; 0,96966
2,12000; 0,96635
2,20000; 0,96259
2,28000; 0,95877
2,36000; 0,95417
2,44000; 0,94853
2,52000; 0,94409
2,60000; 0,94010
2,68000; 0,93557
2,76000; 0,93069
2,84000; 0,92615
2,92000; 0,92410
3,00000; 0,92434
3,08000; 0,92428
3,16000; 0,92389
3,24000; 0,92341
3,32000; 0,92220
3,40000; 0,92038
3,48000; 0,91872
3,56000; 0,91713
3,64000; 0,91479
3,72000; 0,91159
3,80000; 0,90754
3,88000; 0,90271
3,96000; 0,89766
4,04000; 0,89298
4,12000; 0,88813
4,20000; 0,88258
4,28000; 0,87605
4,36000; 0,86800
4,44000; 0,85898
4,52000; 0,84859
4,60000; 0,83564
4,68000; 0,82156
4,76000; 0,80624
4,84000; 0,78850
4,92000; 0,76857
