1,08000; 0,99414
1,16000; 0,98186
1,24000; 0,96852
1,32000; 0,95580
1,40000; 0,93923
1,48000; 0,92158
1,56000; 0,90461
1,64000; 0,88801
1,72000; 0,87361
1,80000; 0,86099
1,88000; 0,84913
1,96000; 0,83798
2,04000; 0,82673
2,12000; 0,81663
2,20000; 0,80702
2,28000; 0,79811
2,36000; 0,79009
2,44000; 0,78127
2,52000; 0,77247
2,60000; 0,76343
2,68000; 0,75434
2,76000; 0,74421
2,84000; 0,73495
2,92000; 0,72643
3,00000; 0,71818
3,08000; 0,71051
3,16000; 0,70173
3,24000; 0,69394
3,32000; 0,68556
3,40000; 0,67709
3,48000; 0,66911
3,56000; 0,66012
3,64000; 0,65198
3,72000; 0,64394
3,80000; 0,63659
3,88000; 0,62940
3,96000; 0,62188
4,04000; 0,61454
4,12000; 0,60653
4,20000; 0,59881
4,28000; 0,59118
4,36000; 0,58345
4,44000; 0,57644
4,52000; 0,56847
4,60000; 0,56118
4,68000; 0,55423
4,76000; 0,54665
4,84000; 0,54004
