1,08000; 0,66343
1,16000; 0,65695
1,24000; 0,65029
1,32000; 0,64341
1,40000; 0,63636
1,48000; 0,62934
1,56000; 0,62176
1,64000; 0,61463
1,72000; 0,60775
1,80000; 0,60066
1,88000; 0,59496
1,96000; 0,58874
2,04000; 0,58141
2,12000; 0,57487
2,20000; 0,56783
2,28000; 0,56110
2,36000; 0,55579
2,44000; 0,54946
2,52000; 0,54242
2,60000; 0,53628
2,68000; 0,52988
2,76000; 0,52333
2,84000; 0,51775
2,92000; 0,51188
3,00000; 0,50580
3,08000; 0,49921
3,16000; 0,49249
3,24000; 0,48609
3,32000; 0,47921
3,40000; 0,47303
3,48000; 0,46625
3,56000; 0,45953
3,64000; 0,45420
3,72000; 0,44803
3,80000; 0,44187
3,88000; 0,43671
3,96000; 0,43079
4,04000; 0,42363
4,12000; 0,41694
4,20000; 0,41024
4,28000; 0,40294
4,36000; 0,39648
4,44000; 0,39007
4,52000; 0,38325
4,60000; 0,37721
4,68000; 0,37057
4,76000; 0,36286
4,84000; 0,35551
4,92000; 0,34726
